FILE ROOT,FILE NAME,DURATION,SPEAKERS,SESSION START TIME,DATE,TRANSCRIPT #,PAGE #s (from transcript),TRANSCRIPT TITLE,PROQUEST,HATHI
EKAV0191,EKAV0191_01.wav,00:32:14,Joseph McCarthy; Karl E. Mundt; Roy M. Cohn; Joseph N. Welch; John G. Adams; Ray H. Jenkins; John L. McClellan; Everett McKinley Dirksen,2:00 PM,"May 24, 1954",37,1366-1376,"Testimony of John G. Adams (Counselor, Dept. of the Army), part 36",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0037?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353889
,EKAV0191_02.wav,00:33:28,John G. Adams; Everett McKinley Dirksen; Karl E. Mundt; Henry M. Jackson; Stuart Symington; Joseph N. Welch; Cornelius E. Ryan; Joseph McCarthy; Ray H. Jenkins; Thomas R. Prewitt,2:00 PM,"May 24, 1954",37,1377-1386,"Testimony of John G. Adams (Counselor, Dept. of the Army), part 37 / Testimony of Maj. Gen. Cornelius E. Ryan, part 1",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0037?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353889
EKAV0192,EKAV0192_01.wav,00:02:36,Cornelius E. Ryan; Thomas R. Prewitt; Karl E. Mundt; Joseph N. Welch,2:00 PM,"May 24, 1954",37,1386-1386,"Testimony of Maj. Gen. Cornelius E. Ryan, part 2",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0037?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353889
EKAV0193,EKAV0193_01.wav,00:31:22,Karl E. Mundt; Joseph McCarthy; Thomas R. Prewitt; Cornelius E. Ryan; John L. McClellan; Henry M. Jackson,10:10 AM,"May 25, 1954",38,1387-1396,"Testimony of Maj. Gen. Cornelius E. Ryan, part 3",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0038?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353889
,EKAV0193_02.wav,00:31:56,Cornelius E. Ryan; Henry M. Jackson; Karl E. Mundt; Charles E. Potter; Stuart Symington; Henry Dworshak; James D. St. Clair; Joseph McCarthy,10:10 AM,"May 25, 1954",38,1396-1406,"Testimony of Maj. Gen. Cornelius E. Ryan, part 4",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0038?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353889
EKAV0194,EKAV0194_01.wav,00:31:27,Joseph McCarthy; Cornelius E. Ryan; Karl E. Mundt; Thomas R. Prewitt; John L. McClellan; Everett McKinley Dirksen; Henry M. Jackson; Charles E. Potter; Stuart Symington; James D. St. Clair; John B. Blount,10:10 AM,"May 25, 1954",38,1406-1416,"Testimony of Maj. Gen. Cornelius E. Ryan, part 5 / Testimony of 1st Lt. John B. Blount, part 1",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0038?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353889
,EKAV0194_02.wav,00:25:58,John B. Blount; Thomas R. Prewitt; Karl E. Mundt; Everett McKinley Dirksen; Joseph N. Welch; Henry M. Jackson; Charles E. Potter; Stuart Symington; James D. St. Clair; Joseph McCarthy,10:10 AM,"May 25, 1954",38,1416-1424,"Testimony of 1st Lt. John B. Blount, part 2",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0038?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353889
EKAV0195,EKAV0195_01.wav,00:31:20,Joseph McCarthy; John L. McClellan; Karl E. Mundt; Henry M. Jackson; Joseph N. Welch; John F. T. Murray; Stuart Symington,2:10 PM,"May 25, 1954",39,1425-1434,"Testimony of Col. John F. T. Murray, part 1 / Testimony of Col. Kenneth E. BeLieu, part 1",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0039?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353897
,EKAV0195_02.wav,00:23:34,Kenneth E. BeLieu; Charles A. Maner; Karl E. Mundt; Joseph McCarthy; Everett McKinley Dirksen,2:10 PM,"May 25, 1954",39,1434-1442,"Testimony of Col. Kenneth E. BeLieu, part 2",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0039?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353897
EKAV0196,EKAV0196_01.wav,00:32:50,Karl E. Mundt; Stuart Symington; Kenneth E. BeLieu; Charles E. Potter; John L. McClellan; Henry Dworshak; Henry M. Jackson; Charles A. Maner; Ray H. Jenkins; John F. T. Murray,2:10 PM,"May 25, 1954",39,1442-1451,"Testimony of Col. Kenneth E. BeLieu, part 3 / Testimony of Col. John F. T. Murray, part 2",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0039?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353897
,EKAV0196_02.wav,00:26:18,John L. McClellan; John F. T. Murray; Karl E. Mundt; Everett McKinley Dirksen; Henry M. Jackson; Charles E. Potter; Stuart Symington; Joseph N. Welch; Roy M. Cohn; Joseph McCarthy; James D. St. Clair,2:10 PM,"May 25, 1954",39,1452-1461,"Testimony of Col. John F. T. Murray, part 3",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0039?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353897
EKAV0197,EKAV0197_01.wav,00:30:59,John F. T. Murray; Joseph McCarthy; Karl E. Mundt; Ray H. Jenkins; John L. McClellan; Henry Dworshak; Stuart Symington,2:10 PM,"May 25, 1954",39,1461-1470,"Testimony of Col. John F. T. Murray, part 4",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0039?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353897
,EKAV0197_02.wav,00:04:01,Joseph McCarthy; John F. T. Murray; Karl E. Mundt; Stuart Symington; Henry M. Jackson; Henry Dworshak; John L. McClellan,2:10 PM,"May 25, 1954",39,1470-1471,"Testimony of Col. John F. T. Murray, part 5",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0039?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353897
EKAV0198,EKAV0198_01.wav,00:31:33,Karl E. Mundt; Ray H. Jenkins; Joseph J. M. Miller; Charles A. Maner; Roy M. Cohn; Joseph McCarthy,10:10 AM,"May 26, 1954",40,1475-1485,"Testimony of Capt. Joseph J. M. Miller (Accompanied by Lt. George S. Meissner), part 1",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0040?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353897
,EKAV0198_02.wav,00:26:37,Joseph J. M. Miller; John L. McClellan; Karl E. Mundt; Charles E. Potter; Joseph McCarthy; George S. Meissner; Stuart Symington; Roy M. Cohn; Henry M. Jackson,10:10 AM,"May 26, 1954",40,1485-1494,"Testimony of Capt. Joseph J. M. Miller (Accompanied by Lt. George S. Meissner), part 2",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0040?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353897
EKAV0199,EKAV0199_01.wav,00:32:23,Joseph J. M. Miller; Henry M. Jackson; Roy M. Cohn; George S. Meissner; Karl E. Mundt; Joseph McCarthy; Henry Dworshak; Stuart Symington; Everett McKinley Dirksen,10:10 AM,"May 26, 1954",40,1494-1504,"Testimony of Capt. Joseph J. M. Miller (Accompanied by Lt. George S. Meissner), part 3",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0040?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353897
,EKAV0199_02.wav,00:23:27,Charles A. Maner; Joseph J. M. Miller; Karl E. Mundt; Stuart Symington; George S. Meissner; Joseph McCarthy,10:10 AM,"May 26, 1954",40,1504-1512,"Testimony of Capt. Joseph J. M. Miller (Accompanied by Lt. George S. Meissner), part 4",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0040?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353897
EKAV0200,EKAV0200_01.wav,00:32:08,Karl E. Mundt; Joseph McCarthy; John L. McClellan; Stuart Symington; Thomas R. Prewitt; Mr. Sampson; Ray H. Jenkins; Henry M. Jackson; Joseph N. Welch; Henry Dworshak; Everett McKinley Dirksen,2:15 PM,"May 26, 1954",41,1513-1522,"Non-Testimonial Discussion (Chair Announcements), part 1",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0041?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353897
,EKAV0200_02.wav,00:23:11,Everett McKinley Dirksen; Henry M. Jackson; Frederick P. Bryan; John L. McClellan; Stuart Symington; Joseph McCarthy,2:15 PM,"May 26, 1954",41,1523-1528,"Non-Testimonial Discussion (Chair Announcements), part 2",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0041?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353897
EKAV0201,EKAV0201_01.wav,00:26:37,Henry M. Jackson; Karl E. Mundt; Frederick P. Bryan; Stuart Symington; John L. McClellan; Joseph McCarthy; Everett McKinley Dirksen; Joseph N. Welch; Henry Dworshak,2:15 PM,"May 26, 1954",41,1529-1536,"Non-Testimonial Discussion (Chair Announcements), part 3",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0041?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353897
,EKAV0201_02.wav,00:31:13,Ray H. Jenkins; Joseph N. Welch; Karl E. Mundt; Everett McKinley Dirksen; Henry M. Jackson; Joseph McCarthy; Charles E. Potter; John L. McClellan; Stuart Symington,2:15 PM,"May 26, 1954",41,1536-1543,"Non-Testimonial Discussion (Chair Announcements), part 4",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0041?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353897
EKAV0202,EKAV0202_01.wav,00:24:07,Stuart Symington; Karl E. Mundt; Henry M. Jackson; Roy M. Cohn; Joseph N. Welch; Everett McKinley Dirksen; Joseph McCarthy; Frederick P. Bryan; Charles E. Potter; Henry Dworshak; John L. McClellan; Ray H. Jenkins,2:15 PM,"May 26, 1954",41,1543-1551,"Testimony of Roy M. Cohn, part 1",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0041?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353897
EKAV0203,EKAV0203_01.wav,00:31:03,Karl E. Mundt; Ray H. Jenkins; Stuart Symington; Roy M. Cohn,10:10 AM,"May 27, 1954",42,1553-1563,"Testimony of Roy M. Cohn, part 2",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0042?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353897
,EKAV0203_02.wav,00:27:08,Roy M. Cohn; Ray H. Jenkins; John L. McClellan; Henry M. Jackson; Karl E. Mundt; Joseph McCarthy; Stuart Symington,10:10 AM,"May 27, 1954",42,1563-1573,"Testimony of Roy M. Cohn, part 3",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0042?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353897
EKAV0204,EKAV0204_01.wav,00:32:50,Joseph McCarthy; John L. McClellan; Karl E. Mundt; Stuart Symington; Henry M. Jackson; Ray H. Jenkins; Roy M. Cohn; ,10:10 AM,"May 27, 1954",42,1573-1584,"Testimony of Roy M. Cohn, part 4",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0042?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353897
,EKAV0204_02.wav,00:27:05,Roy M. Cohn; Ray H. Jenkins; Karl E. Mundt,10:10 AM,"May 27, 1954",42,1584-1594,"Testimony of Roy M. Cohn, part 5",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0042?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353897
EKAV0205,EKAV0205_01.wav,00:31:35,Karl E. Mundt; Ray H. Jenkins; Roy M. Cohn,2:15 PM,"May 27, 1954",43,1601-1611,"Testimony of Roy M. Cohn, part 6",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0043?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353897
,EKAV0205_02.wav,00:26:42,Roy M. Cohn; Ray H. Jenkins,2:15 PM,"May 27, 1954",43,1611-1621,"Testimony of Roy M. Cohn, part 7",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0043?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353897
EKAV0206,EKAV0206_01.wav,00:31:42,Roy M. Cohn; Ray H. Jenkins; Karl E. Mundt,2:15 PM,"May 27, 1954",43,1621-1630,"Testimony of Roy M. Cohn, part 8",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0043?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353897
,EKAV0206_02.wav,00:31:39,Ray H. Jenkins; Roy M. Cohn,2:15 PM,"May 27, 1954",43,1630-1640,"Testimony of Roy M. Cohn, part 9",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0043?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353897
EKAV0207,EKAV0207_01.wav,00:32:04,Roy M. Cohn; Ray H. Jenkins; Karl E. Mundt; John L. McClellan,2:15 PM,"May 27, 1954",43,1640-1649,"Testimony of Roy M. Cohn, part 10",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0043?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353897
EKAV0208,EKAV0208_01.wav,00:31:44,Karl E. Mundt; Ray H. Jenkins; Roy M. Cohn; Joseph N. Welch,10:15 AM,"May 28, 1954",44,1655-1665,"Testimony of Roy M. Cohn, part 11",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0044?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353897
,EKAV0208_02.wav,00:31:21,Roy M. Cohn; Ray H. Jenkins,10:15 AM,"May 28, 1954",44,1666-1676,"Testimony of Roy M. Cohn, part 12",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0044?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353897
EKAV0209,EKAV0209_01.wav,00:31:53,Ray H. Jenkins; Roy M. Cohn; Joseph McCarthy,10:15 AM,"May 28, 1954",44,1676-1687,"Testimony of Roy M. Cohn, part 13",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0044?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353897
,EKAV0209_02.wav,00:16:37,Ray H. Jenkins; Roy M. Cohn; Joseph McCarthy; Karl E. Mundt,10:15 AM,"May 28, 1954",44,1687-1693,"Testimony of Roy M. Cohn, part 14",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0044?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353897
EKAV0210,EKAV0210_01.wav,00:32:17,Karl E. Mundt; Ray H. Jenkins; Roy M. Cohn; Joseph McCarthy; Stuart Symington; Henry M. Jackson; Joseph N. Welch,2:20 PM,"May 28, 1954",45,1695-1707,"Testimony of Roy M. Cohn, part 15",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0045?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353897
,EKAV0210_02.wav,00:32:12,Ray H. Jenkins; Roy M. Cohn; Joseph N. Welch; Karl E. Mundt; Joseph McCarthy; Henry M. Jackson; Stuart Symington,2:20 PM,"May 28, 1954",45,1707-1716,"Testimony of Roy M. Cohn, part 16",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0045?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353897
EKAV0211,EKAV0211_01.wav,00:32:56,Karl E. Mundt; Henry M. Jackson; Joseph McCarthy; Stuart Symington; Charles E. Potter; Henry Dworshak; Ray H. Jenkins; Joseph N. Welch; Roy M. Cohn,2:20 PM,"May 28, 1954",45,1716-1726,"Testimony of Roy M. Cohn, part 17",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0045?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353897
,EKAV0211_02.wav,00:32:34,Roy M. Cohn; Ray H. Jenkins; Joseph McCarthy; Karl E. Mundt,2:20 PM,"May 28, 1954",45,1727-1737,"Testimony of Roy M. Cohn, part 18",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0045?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353897
EKAV0212,EKAV0212_01.wav,00:31:35,Karl E. Mundt; Ray H. Jenkins; Roy M. Cohn; Joseph McCarthy,10:10 AM,"June 1, 1954",46,1739-1750,"Testimony of Roy M. Cohn, part 19",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0046?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353897
,EKAV0212_02.wav,00:32:30,Ray H. Jenkins; Roy M. Cohn,10:10 AM,"June 1, 1954",46,1750-1762,"Testimony of Roy M. Cohn, part 20",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0046?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353897
EKAV0213,EKAV0213_01.wav,00:31:42,Ray H. Jenkins; Roy M. Cohn,10:10 AM,"June 1, 1954",46,1762-1773,"Testimony of Roy M. Cohn, part 21",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0046?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353897
,EKAV0213_02.wav,00:33:00,Karl E. Mundt; Ray H. Jenkins; Roy M. Cohn; Joseph McCarthy; Joseph N. Welch; John L. McClellan; Stuart Symington,10:10 AM,"June 1, 1954",46,1774-1783,"Testimony of Roy M. Cohn, part 22",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0046?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353897
EKAV0214,EKAV0214_01.wav,00:32:10,Stuart Symington; Joseph McCarthy; Karl E. Mundt; John L. McClellan; Roy M. Cohn,10:10 AM,"June 1, 1954",46,1784-1793,"Testimony of Roy M. Cohn, part 23",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0046?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353897
,EKAV0214_02.wav,00:31:15,Roy M. Cohn; Karl E. Mundt; Stuart Symington; Ray H. Jenkins; Joseph McCarthy; Joseph N. Welch,10:10 AM,"June 1, 1954",46-47,1793-1806,"Testimony of Roy M. Cohn, part 24",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0046?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353897
EKAV0215,EKAV0215_01.wav,00:32:01,Ray H. Jenkins; Joseph McCarthy; Karl E. Mundt; Roy M. Cohn; John L. McClellan; Charles E. Potter; Everett McKinley Dirksen; Mary B. Driscoll,2:10 PM,"June 1, 1954",47,1806-1816,"Testimony of Roy M. Cohn, part 25 / Testimony of Mary B. Driscoll, part 1",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0047?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353897
,EKAV0215_02.wav,00:31:39,Mary B. Driscoll; Ray H. Jenkins; Karl E. Mundt; John L. McClellan; Charles E. Potter; Stuart Symington; Joseph N. Welch; Joseph McCarthy; Roy M. Cohn,2:10 PM,"June 1, 1954",47,1816-1826,"Testimony of Mary B. Driscoll, part 2",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0047?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353897
EKAV0216,EKAV0216_01.wav,00:32:11,Karl E. Mundt; Ray H. Jenkins; Everett McKinley Dirksen; Henry M. Jackson; Henry Dworshak; Stuart Symington; Joseph McCarthy; Joseph N. Welch; Mary B. Driscoll; Charles E. Potter,2:10 PM,"June 1, 1954",47,1826-1837,"Testimony of Mary B. Driscoll, part 3",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0047?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353897
,EKAV0216_02.wav,00:32:00,Mary B. Driscoll; Joseph N. Welch; Joseph McCarthy; Karl E. Mundt; Stuart Symington; Ray H. Jenkins; Charles E. Potter; Roy M. Cohn,2:10 PM,"June 1, 1954",47,1837-1848,"Testimony of Mary B. Driscoll, part 4",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0047?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353897
EKAV0217,EKAV0217_01.wav,00:14:49,Stuart Symington; Ray H. Jenkins; Karl E. Mundt; Joseph McCarthy; Joseph N. Welch; Henry M. Jackson; Mary B. Driscoll; John L. McClellan,2:10 PM,"June 1, 1954",47,1848-1852,"Testimony of Mary B. Driscoll, part 5",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0047?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353897
EKAV0218,EKAV0218_01.wav,00:27:08,Karl E. Mundt; Stuart Symington; Ray H. Jenkins; Everett McKinley Dirksen; John L. McClellan; Roy M. Cohn; Joseph N. Welch,10:12 AM,"June 2, 1954",48,1857-1867,"Testimony of Roy M. Cohn, part 26",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0048?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353897
,EKAV0218_02.wav,00:26:43,Roy M. Cohn; Everett McKinley Dirksen; Karl E. Mundt; Henry M. Jackson; Joseph McCarthy; Charles E. Potter; Stuart Symington,10:12 AM,"June 2, 1954",48,1867-1877,"Testimony of Roy M. Cohn, part 27",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0048?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353897
EKAV0219,EKAV0219_01.wav,00:31:46,Roy M. Cohn; Stuart Symington; Joseph McCarthy; Karl E. Mundt; Henry Dworshak; Joseph N. Welch,10:12 AM,"June 2, 1954",48,1877-1888,"Testimony of Roy M. Cohn, part 28",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0048?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353897
,EKAV0219_02.wav,00:26:50,Joseph N. Welch; Roy M. Cohn; Karl E. Mundt; Ray H. Jenkins; John L. McClellan; Everett McKinley Dirksen; Henry M. Jackson; Joseph McCarthy,10:12 AM,"June 2, 1954",48,1888-1900,"Testimony of Roy M. Cohn, part 29",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0048?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353897
EKAV0220,EKAV0220_01.wav,00:31:01,Henry M. Jackson; Roy M. Cohn; Joseph McCarthy; Karl E. Mundt; Charles E. Potter; Stuart Symington; John L. McClellan,10:12 AM,"June 2, 1954",48-49,1900-1910,"Testimony of Roy M. Cohn, part 30",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0048?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353897
,EKAV0220_02.wav,00:32:10,Joseph McCarthy; Karl E. Mundt; John L. McClellan; Stuart Symington; Roy M. Cohn; Joseph N. Welch; Ray H. Jenkins,2:10 PM,"June 2, 1954",49,1910-1921,"Testimony of Roy M. Cohn, part 31",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0049?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353897
EKAV0221,EKAV0221_01.wav,00:26:29,Karl E. Mundt; Roy M. Cohn; Henry M. Jackson; Joseph McCarthy; John L. McClellan; Everett McKinley Dirksen; Charles E. Potter,2:10 PM,"June 2, 1954",49,1921-1930,"Testimony of Roy M. Cohn, part 32",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0049?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353897
,EKAV0221_02.wav,00:32:37,Charles E. Potter; Roy M. Cohn; Karl E. Mundt; Henry M. Jackson; Joseph McCarthy; Henry Dworshak; Everett McKinley Dirksen; Stuart Symington,2:10 PM,"June 2, 1954",49,1930-1942,"Testimony of Roy M. Cohn, part 33",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0049?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353897
EKAV0222,EKAV0222_01.wav,00:20:17,Roy M. Cohn; Karl E. Mundt; Joseph McCarthy; Henry M. Jackson; Stuart Symington; Joseph N. Welch,2:10 PM,"June 2, 1954",49,1942-1948,"Testimony of Roy M. Cohn, part 34",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0049?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353897
,EKAV0222_02.wav,00:19:37,Everett McKinley Dirksen; Joseph N. Welch; Karl E. Mundt; Stuart Symington; Henry M. Jackson; Joseph McCarthy; John L. McClellan,2:10 PM,"June 2, 1954",49,1948-1954,"Testimony of Roy M. Cohn, part 35",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0049?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353897
EKAV0223,EKAV0223_01.wav,00:31:32,Karl E. Mundt; Ray H. Jenkins; Roy M. Cohn; Joseph N. Welch; John L. McClellan; Stuart Symington; Joseph McCarthy,10:30 AM,"June 3, 1954",50,1955-1966,"Testimony of Roy M. Cohn, part 36",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0050?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353897
,EKAV0223_02.wav,00:31:37,John L. McClellan; Roy M. Cohn; Karl E. Mundt; Everett McKinley Dirksen; Joseph N. Welch; Ray H. Jenkins; Charles E. Potter; Henry M. Jackson,10:30 AM,"June 3, 1954",50,1966-1976,"Testimony of Roy M. Cohn, part 37",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0050?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353897
EKAV0224,EKAV0224_01.wav,00:32:17,Roy M. Cohn; Henry M. Jackson; Charles E. Potter; Karl E. Mundt; Stuart Symington; Joseph McCarthy; Henry Dworshak,10:30 AM,"June 3, 1954",50,1976-1986,"Testimony of Roy M. Cohn, part 38",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0050?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353897
,EKAV0224_02.wav,00:31:50,Roy M. Cohn; Henry Dworshak; Karl E. Mundt; Joseph McCarthy; Joseph N. Welch; Everett McKinley Dirksen,10:30 AM,"June 3, 1954",50,1986-1995,"Testimony of Roy M. Cohn, part 39",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0050?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353897
EKAV0225,EKAV0225_01.wav,00:32:07,Karl E. Mundt; Henry M. Jackson; Roy M. Cohn; Joseph McCarthy; John L. McClellan; Charles E. Potter; Ray H. Jenkins; Everett McKinley Dirksen,2:15 PM,"June 3, 1954",51,1999-2009,"Testimony of Roy M. Cohn, part 40",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0051?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353897
,EKAV0225_02.wav,00:31:34,Everett McKinley Dirksen; Roy M. Cohn; Karl E. Mundt; Henry M. Jackson; Charles E. Potter; Joseph McCarthy; Stuart Symington,2:15 PM,"June 3, 1954",51,2010-2019,"Testimony of Roy M. Cohn, part 41",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0051?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353897
EKAV0226,EKAV0226_01.wav,00:32:20,Stuart Symington; Roy M. Cohn; Joseph McCarthy; Karl E. Mundt; Henry Dworshak; Joseph N. Welch,2:15 PM,"June 3, 1954",51,2019-2029,"Testimony of Roy M. Cohn, part 42",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0051?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353897
